,hashtag_id,freq,centrality,labels
153,153,2.07960340909,0.011974326042,0
154,154,1.47795240528,0.00771316467772,0
155,155,2.08171602263,0.0199617663971,0
156,156,3.75530370879,0.00540437072152,0
157,157,5.19119069264,0.0125880094791,0
158,158,4.65969246846,0.0194724094357,0
159,159,5.34607433496,0.0151260459299,0
160,160,4.7059189915,0.000936374360186,0
161,161,1.29792800684,0.00880900416914,0
162,162,4.44465362741,0.00461220245225,0
163,163,2.79875905423,0.00329323900624,0
164,164,5.59831346359,0.00785973840745,0
165,165,4.13385800018,0.00855029069288,0
166,166,2.25556214513,0.00271446562534,0
167,167,3.93574849605,0.0274039898581,0
168,168,4.25545211608,0.00786051102427,0
169,169,3.09397803429,0.00397971743556,0
